User,CompanyUrl,Company,Title,EmploymentType,From,To,Duration,Location,title_tag
mariamyehya,https://www.linkedin.com/company/10046/,ITWorx,senior software engineer,,Jan 2021,Present,28.0,,software
mariamyehya,https://www.linkedin.com/company/10046/,ITWorx,senior software engineer,,Apr 2019,Present,49.0,"Cairo Governorate, Egypt",software
mariamyehya,https://www.linkedin.com/company/10046/,ITWorx,technical graduate program,,Oct 2018,Mar 2019,6.0,"Cairo Governorate, Egypt",
mariamyehya,https://www.linkedin.com/company/1431/,PepsiCo,bis trainee,Internship,Jul 2018,Aug 2018,2.0,"Cairo Governorate, Egypt",internship
mariamyehya,https://www.linkedin.com/company/1466/,Teradata,big data foundation,Internship,Jan 2018,,1.0,"Cairo Governorate, Egypt",data
mariamyehya,UNKNOWN,NATA GASCO,it trainee,Internship,Jul 2017,Aug 2017,2.0,"Cairo Governorate, Egypt",IT
mariamyehya,UNKNOWN,Saint Fatima School IGCSE,it teacher assistant,Part-time,2013,2017,48.0,"Cairo Governorate, Egypt",IT
mariem-muhammed-1009801b1,https://www.linkedin.com/company/86426516/,Deverra Lab,frontend web developer,Part-time,Oct 2022,Jan 2023,4.0,,front-end
mariem-muhammed-1009801b1,https://www.linkedin.com/company/42290955/,Salus Lab,frontend web developer,Internship,Jul 2022,Oct 2022,4.0,,front-end
marina-eldib,https://www.linkedin.com/company/15088102/,Dell Technologies,senior data scientist,Full-time,Feb 2020,Present,39.0,Cairo Governorate,data
marina-eldib,https://www.linkedin.com/company/258644/,Henkel,analyst data scientist,,Sep 2017,Jan 2020,29.0,"Cairo Governorate, Egypt",data
marina-eldib,https://www.linkedin.com/company/5026344/,Yaoota,software engineer,,Sep 2016,Aug 2017,12.0,"Cairo Governorate, Egypt",software
marina-eldib,https://www.linkedin.com/company/626065/,Deutsches Forschungszentrum für Künstliche Intelligenz (DFKI),assistant student researcher,,Feb 2016,Jun 2016,5.0,"Kaiserslautern, Germany",teaching
marina-eldib,https://www.linkedin.com/company/1864934/,eSEED,software developer intern,,Jul 2015,Aug 2015,2.0,,software
marina-magdy,https://www.linkedin.com/company/2624080/,Ibtikar Technologies,frontend engineer,Full-time,Jul 2018,Present,58.0,"Alexandria Governorate, Egypt",front-end
marina-magdy,https://www.linkedin.com/company/294614/,Information Technology Institute (ITI),external instructor,,Nov 2019,Present,42.0,Egypt,teaching
marina-magdy,https://www.linkedin.com/company/33259401/,Vdent.co,ui developer,,May 2018,Jun 2018,2.0,"Alexandria Governorate, Egypt",UI/UX
marina-magdy,https://www.linkedin.com/company/294614/,Information Technology Institute (ITI),trainee,,Oct 2017,Jun 2018,9.0,"Alexandria Governorate, Egypt",internship
marina-wafik-7294731b4,https://www.linkedin.com/company/15088102/,Dell Technologies,software engineer,Full-time,Sep 2021,Present,20.0,,software
marina-wafik-7294731b4,UNKNOWN,Koding4kinder,instructor,Part-time,Feb 2021,Aug 2021,7.0,,teaching
marina-wafik-7294731b4,https://www.linkedin.com/company/15088102/,Dell Technologies,summer academy intern,Internship,Aug 2020,Sep 2020,2.0,"Cairo, Egypt",internship
marina-wafik-7294731b4,https://www.linkedin.com/company/18743362/,BLOM BANK Egypt,information technology department,Internship,Aug 2019,,1.0,Egypt,
marina-wafik-7294731b4,https://www.linkedin.com/company/554266/,Credit Agricole Egypt,systems development intern,Internship,Jun 2019,,1.0,"Cairo, Egypt",IT
mario-sherif-84128a138,https://www.linkedin.com/company/31293/,EJADA,software developer,Full-time,Feb 2022,Present,15.0,,software
mario-sherif-84128a138,https://www.linkedin.com/company/1242121/,EVA pharma,.net developer intern,Internship,Sep 2021,Oct 2021,2.0,"Cairo, Egypt",software
mario-sherif-84128a138,https://www.linkedin.com/company/948132/,Ark Development - Arkdev,frontend web developer,Internship,Jul 2019,Aug 2019,2.0,"Cairo, Egypt",front-end
mario-sherif-84128a138,https://www.linkedin.com/company/18349503/,Gedaar,cyber security trainee,Internship,Jul 2018,Sep 2018,3.0,"Cairo, Egypt",security
mark-wagdy-4b9350181,https://www.linkedin.com/company/9457348/,CloudzLab,software engineer,Full-time,Apr 2022,Present,13.0,"Cairo, Egypt",software
mark-wagdy-4b9350181,https://www.linkedin.com/company/1112/,Orange Business Services,cloud solution specialist,Full-time,Oct 2021,May 2022,8.0,"Cairo, Egypt",devops
mark-wagdy-4b9350181,https://www.linkedin.com/company/35467795/,Sprints,devops developer,Internship,Jul 2020,Aug 2020,2.0,"Cairo, Egypt",devops
mark-wagdy-4b9350181,https://www.linkedin.com/company/1128/,Dell EMC,cloud computing,Internship,Jul 2019,Aug 2019,2.0,"Cairo, Egypt",devops
mark-wagdy-4b9350181,https://www.linkedin.com/company/27008395/,iHub: Innovation Hub,blockchain developer,Internship,Jul 2018,Aug 2018,2.0,"Cairo, Egypt",software
marwa-a-alnashar,https://www.linkedin.com/company/16198010/,DXC Technology,software engineer,Full-time,Apr 2021,Present,25.0,,software
marwa-a-alnashar,https://www.linkedin.com/company/68542862/,CPTIT,full stack developer,Full-time,Feb 2020,Apr 2021,15.0,Saudi Arabia,full-stack
marwa-abdelbasit-891201148,https://www.linkedin.com/company/11254926/,Tactful AI,frontend developer,Full-time,Mar 2023,Present,2.0,Hybrid,front-end
marwa-abdelbasit-891201148,https://www.linkedin.com/company/81952007/,TAS,frontend developer,Full-time,Dec 2021,Mar 2023,16.0,Egypt,front-end
marwa-abdelbasit-891201148,https://www.linkedin.com/company/70236362/,ONE Lab Egypt,full stack engineer intern,Full-time,Aug 2020,Oct 2020,3.0,"Cairo, Egypt",full-stack
marwa-abdullah,https://www.linkedin.com/company/209215/,Si-Vision,embedded software engineer,,Jul 2022,Present,10.0,,Embedded
marwa-abdullah,https://www.linkedin.com/company/209215/,Si-Vision,embedded software engineer,,Jul 2022,Present,10.0,,Embedded
marwa-abdullah,https://www.linkedin.com/company/294614/,Information Technology Institute (ITI),embedded system engineer,Internship,Oct 2021,Jun 2022,9.0,Egypt,Embedded
marwa-abdullah,UNKNOWN,Engineering,graduate engineer,Full-time,Aug 2021,Jan 2022,6.0,"Cairo, Egypt",
marwa-abdullah,https://www.linkedin.com/company/998527/,Student,engineering student,,Sep 2016,Jan 2022,65.0,Egypt,student
marwa-abdullah,UNKNOWN,Ipmagix,software trainee,Internship,Aug 2020,Oct 2020,3.0,Zamalik,software
marwa-khaled-9837ab61,https://www.linkedin.com/company/83162996/,SBS - Specialized Business Solutions,frontend development team leader,,Sep 2021,Present,20.0,,front-end
marwa-khaled-9837ab61,https://www.linkedin.com/company/83162996/,SBS - Specialized Business Solutions,react native developer,,Feb 2021,Aug 2021,7.0,Remote,mobile
marwa-khaled-9837ab61,https://www.linkedin.com/company/76569692/,BSAS - Business Solutions for Advanced Systems,react native developer,Full-time,Feb 2021,Feb 2023,25.0,Egypt,mobile
marwa-khaled-9837ab61,https://www.linkedin.com/company/18658459/,National Industrial Development and Logistics Program (NIDLP),react native developer,Freelance,Jul 2022,Sep 2022,3.0,"Riyadh, Saudi Arabia",mobile
marwa-khaled-9837ab61,https://www.linkedin.com/company/4827017/,Upwork,frontend developer,Freelance,Jul 2020,Feb 2021,8.0,,front-end
marwa-khaled-9837ab61,https://www.linkedin.com/company/26200152/,ZeTa-Investment &amp; Trading,full-stack developer,,Jun 2019,Aug 2020,15.0,,full-stack
marwa-khaled-9837ab61,https://www.linkedin.com/company/26200152/,ZeTa-Investment &amp; Trading,react native developer,Full-time,Apr 2019,Jun 2020,15.0,,mobile
marwa-magdy-66b910166,https://www.linkedin.com/company/31293/,EJADA,software engineer,Full-time,Sep 2021,Present,20.0,"Cairo, Egypt",software
marwa-magdy-66b910166,https://www.linkedin.com/company/15805726/,National Telecommunication Institute (NTI),software engineer,Internship,Dec 2020,May 2021,6.0,"Cairo, Egypt",software
marwa-magdy-66b910166,https://www.linkedin.com/company/27008395/,iHub: Innovation Hub,project engineer,,Jun 2017,Aug 2017,3.0,Egypt,
marwan-m-sallam,https://www.linkedin.com/company/5213316/,MoneyFellows,senior software engineer,Full-time,May 2019,Present,48.0,Egypt,software
marwan-m-sallam,https://www.linkedin.com/company/9453326/,appenza,software engineer,,Nov 2015,May 2019,43.0,Egypt,software
marwan-m-sallam,https://www.linkedin.com/company/10144012/,EL Saba Autoservice,software developer,,Oct 2015,Nov 2015,2.0,Egypt,software
marwan-m-sallam,https://www.linkedin.com/company/34787/,German University in Cairo,junior teacher assistant,,Feb 2015,Jun 2015,5.0,Egypt,teaching
marwan-m-sallam,https://www.linkedin.com/company/1217/,Vodafone Egypt,internship,,Jun 2014,Aug 2014,3.0,Egypt,internship
marwan-mohsen-b25610170,https://www.linkedin.com/company/17906979/,candidate select GmbH,software engineer,Part-time,Aug 2022,Present,9.0,Germany,software
marwan-mohsen-b25610170,https://www.linkedin.com/company/4827017/,Upwork,software engineer,Freelance,May 2022,Present,12.0,Remote,software
marwan-mohsen-b25610170,https://www.linkedin.com/company/27184373/,Gameball,backend engineer,Internship,Jul 2022,Sep 2022,3.0,"Cairo, Egypt",back-end
marwan-mohsen-b25610170,https://www.linkedin.com/company/623785/,Robusta Studio,software engineer,Internship,Aug 2021,Oct 2021,3.0,"Cairo, Egypt",software
marwan-mohsen-b25610170,https://www.linkedin.com/company/34787/,The German University in Cairo,back end developer intern,Internship,Aug 2021,Oct 2021,3.0,"Cairo, Egypt",back-end
marwankamelmansour,https://www.linkedin.com/company/15088102/,Dell Technologies,data scientist,,Aug 2021,Present,21.0,,data
marwankamelmansour,https://www.linkedin.com/company/1259/,Atos,graduate,Full-time,May 2021,Jul 2021,3.0,"Cairo, Egypt",
marwankamelmansour,https://www.linkedin.com/company/52363/,Mediaan,junior data scientist,,Sep 2018,Aug 2020,24.0,"Heerlen, Netherlands",data
marwankamelmansour,https://www.linkedin.com/company/164802/,Maastricht University,student ambassador,,Oct 2018,Sep 2019,12.0,"Maastricht Area, Netherlands",student
marwankamelmansour,https://www.linkedin.com/company/10254711/,Maastricht University EDLAB,honours+ student at edlab,,Oct 2018,May 2019,8.0,"Maastricht Area, Netherlands",student
marwansaadsalem,https://www.linkedin.com/company/3610041/,Incorta,software engineer ii,,Sep 2022,Present,8.0,,software
marwansaadsalem,https://www.linkedin.com/company/3610041/,Incorta,software engineer,,Jul 2021,Aug 2022,14.0,,software
marwansaadsalem,https://www.linkedin.com/company/2654128/,Enozom Software,software engineer intern,Internship,Mar 2021,,1.0,"Alexandria, Egypt",software
maryam-ahmed-065b9823,https://www.linkedin.com/company/235489/,KnowledgeNet,senior software engineer,Full-time,Jun 2022,Present,11.0,Nasr city,software
maryam-ahmed-065b9823,https://www.linkedin.com/company/63679/,Harf Information Technology,senior software engineer,Full-time,Oct 2019,May 2022,32.0,"Cairo Governorate, Egypt",software
maryam-ahmed-065b9823,https://www.linkedin.com/company/288493/,AFiT Company,java software engineer,,Nov 2018,Oct 2019,12.0,"Cairo Governorate, Egypt",software
maryam-ahmed-065b9823,https://www.linkedin.com/company/109528/,United OFOQ,java developer,,Apr 2017,Sep 2018,18.0,"Nasr City 1, Cairo Governorate, Egypt",software
maryam-ahmed-065b9823,https://www.linkedin.com/company/1623492/,- Freelancer,junior java developer,,Jan 2015,Mar 2017,27.0,,software
maryam-elderiny-6812bb1b6,https://www.linkedin.com/company/108462/,Sumerge,associate integration engineer,Full-time,Sep 2022,Present,8.0,"Cairo, Egypt",
maryam-elderiny-6812bb1b6,https://www.linkedin.com/company/80344035/,D.C.E.S,software development intern,Internship,Jul 2022,Aug 2022,2.0,"Cairo, Egypt",software
maryam-elderiny-6812bb1b6,https://www.linkedin.com/company/69222343/,"Cultiv
                                                                                LLC",back end developer intern,Full-time,Jul 2021,Oct 2021,4.0,"Cairo, Egypt",back-end
maryam-elderiny-6812bb1b6,https://www.linkedin.com/company/69222343/,"Cultiv
                                                                                LLC",software development intern,Internship,Apr 2021,Jul 2021,4.0,Heliopolis,software
maryam-mohamed-707742219,https://www.linkedin.com/company/315454/,ASSET Technology Group,qc engineer,,Feb 2023,Present,3.0,,QA
maryam-mohamed-707742219,https://www.linkedin.com/company/18157793/,Petrosilah/Merlon International,student intern,Internship,Sep 2021,Feb 2023,18.0,,internship
maryam-mohamed-707742219,https://www.linkedin.com/company/294614/,Information Technology Institute (ITI),web technologies training,,Aug 2021,Sep 2021,2.0,,full-stack
maryam-mohamed-707742219,https://www.linkedin.com/company/2801775/,HITS Solutions,student intern,Internship,Sep 2020,,1.0,"Cairo, Egypt",internship
maryammehab,https://www.linkedin.com/company/11254926/,Tactful AI,full stack developer,Full-time,Aug 2019,Present,45.0,,full-stack
maryammehab,UNKNOWN,Nasa Space Apps Hackathon,participant,,Oct 2018,,1.0,Egypt,
maryammehab,https://www.linkedin.com/company/11254926/,Tactful.ai,software developer internship,,Jul 2018,2018,-5.0,,software
maryamshalaby,https://www.linkedin.com/company/1035/,Microsoft,software engineer,Full-time,Jul 2021,Present,22.0,"Cairo, Egypt",software
maryamshalaby,https://www.linkedin.com/company/3610041/,Incorta,software engineer,Full-time,Apr 2021,Jun 2021,3.0,,software
maryamshalaby,https://www.linkedin.com/company/2485440/,Zewail City of Science and Technology,teaching assistant,Part-time,Mar 2021,Jun 2021,4.0,"Cairo, Egypt",teaching
maryamshalaby,https://www.linkedin.com/company/31293/,EJADA,associate software engineer,Full-time,Sep 2020,Mar 2021,7.0,Egypt,software
maryamshalaby,https://www.linkedin.com/company/64673524/,Pixel'O'Media,web developer,Internship,Jul 2019,Aug 2019,2.0,India,full-stack
matef99,https://www.linkedin.com/company/11191440/,opinov8,senior software engineer,Full-time,Jun 2021,Present,23.0,Remote,software
matef99,https://www.linkedin.com/company/18054979/,Rubikal,senior software engineer,Full-time,Jun 2021,Present,23.0,Remote,software
matef99,https://www.linkedin.com/company/87086/,novomind AG,senior software engineer,Full-time,May 2020,May 2021,13.0,Remote,software
matef99,https://www.linkedin.com/company/2382910/,Amazon Web Services,software development engineer,,Apr 2018,Apr 2020,25.0,"Cape Town Area, South Africa",software
matef99,https://www.linkedin.com/company/31293/,EJADA,software development engineer,,Aug 2013,Mar 2018,56.0,"Al-Riyadh Governorate, Saudi Arabia",software
mayar-nour-3230b0153,https://www.linkedin.com/company/15088102/,Dell Technologies,5g software automation engineer i,,Feb 2022,Present,15.0,,QA
mayar-nour-3230b0153,https://www.linkedin.com/company/15088102/,Dell Technologies,software engineer intern,,Aug 2021,Feb 2022,7.0,"Cairo, Egypt",software
mayar-nour-3230b0153,https://www.linkedin.com/company/533296/,Valleysoft | Center of Excellence,rpa developer,Internship,Apr 2021,Jun 2021,3.0,,software
mayar-nour-3230b0153,https://www.linkedin.com/company/51655481/,Funnelll,full stack web developer,Internship,Nov 2020,Feb 2021,4.0,,full-stack
mayar-nour-3230b0153,https://www.linkedin.com/company/1043/,Siemens,smart infrastructure intern,Internship,Aug 2020,Sep 2020,2.0,,internship
mayar-nour-3230b0153,https://www.linkedin.com/company/36094479/,Code Geist,business development specialist,,2019,Sep 2020,21.0,"Cairo, Egypt",
mayy-ahmed,https://www.linkedin.com/company/1586/,Amazon,senior recruiter,Full-time,Oct 2021,Present,19.0,,IT
mayy-ahmed,https://www.linkedin.com/company/738670/,GB Auto,hr/trainer,Full-time,Dec 2018,Apr 2021,29.0,Abu Rawash,
mayy-ahmed,https://www.linkedin.com/company/10410998/,Digital Works Company,english quality assurance,Full-time,Aug 2016,Sep 2017,14.0,Egypt,IT
melhelbawy,https://www.linkedin.com/company/17951779/,Breadfast,engineering manager,,May 2022,Present,12.0,,Lead
melhelbawy,https://www.linkedin.com/company/17951779/,Breadfast,frontend technical lead,,Jul 2021,Apr 2022,10.0,,front-end
melhelbawy,UNKNOWN,Andela,senior software engineer,Contract,Sep 2020,Present,32.0,,software
melhelbawy,UNKNOWN,Andela,senior software engineer,Full-time,Jan 2020,Sep 2020,9.0,,software
melhelbawy,https://www.linkedin.com/company/3064040/,TrianglZ LLC,frontend team leader,Part-time,Jan 2021,Sep 2021,9.0,"Alexandria, Egypt",front-end
melhelbawy,https://www.linkedin.com/company/11203127/,BlackStone eIT,senior frontend engineer,Contract,Apr 2021,Jul 2021,4.0,,front-end
melhelbawy,https://www.linkedin.com/company/18801053/,The Chefz | ذا شفز,senior frontend engineer,Contract,Sep 2020,Mar 2021,7.0,,front-end
meltabbakh,https://www.linkedin.com/company/1586/,Amazon,software development engineer ii,,Oct 2022,Present,7.0,,software
meltabbakh,https://www.linkedin.com/company/1586/,Amazon,software development engineer i,,Sep 2020,Sep 2022,25.0,,software
meltabbakh,https://www.linkedin.com/company/3610041/,Incorta,software engineer,Full-time,Jul 2019,Aug 2020,14.0,"Alexandria, Egypt",software
meltabbakh,https://www.linkedin.com/company/5217350/,Eventum IT Solutions,software engineering intern,Internship,Jul 2018,Sep 2018,3.0,"Alexandria, Egypt",software
menna-allah-ahmed-391bb31a3,https://www.linkedin.com/company/11254926/,Tactful AI,devops engineer,Internship,Mar 2022,Nov 2022,9.0,,devops
menna-allah-ahmed-391bb31a3,https://www.linkedin.com/company/18162132/,Cairo University Eco-Racing Team,autonomous driving software engineer,,Aug 2020,Mar 2022,20.0,,AI
menna-el-gedawy,https://www.linkedin.com/company/167822/,_VOIS,devops engineer,Full-time,Aug 2022,Present,9.0,"Cairo, Egypt",devops
menna-el-gedawy,https://www.linkedin.com/company/294614/,Information Technology Institute (ITI),cloud platform development trainee,Internship,Oct 2021,Jun 2022,9.0,"Cairo, Egypt",devops
menna-el-gedawy,https://www.linkedin.com/company/42111431/,Technowelle GmbH,intern,Internship,Mar 2021,Jun 2021,4.0,"Cairo, Egypt",internship
menna-el-gedawy,https://www.linkedin.com/company/315454/,ASSET Technology Group,intern,Internship,Jan 2020,Feb 2020,2.0,"Cairo, Egypt",internship
menna-el-gedawy,https://www.linkedin.com/company/1112/,Orange Business Services,intern,Internship,Jul 2018,Aug 2018,2.0,"Cairo, Egypt",internship
